feature,importance
geo_hour_te,52.4946899797932
RoadType,13.96036112679304
geo_period_te,13.405371728944255
geo_hour,8.332265490119589
geohash,3.2482422698645634
geo_period,2.671140285765101
lon,1.8269267079416072
Temperature,1.5685612561336926
Weather,1.4309010752248374
lat,1.0615400794199967
